Card Type,Card ID,Text
White,W304,A completely unnecessary debate about Indian jugaad.
White,W305,The TV chyron reads: “BREAKING: a YouTube thumbnail with a red arrow.”
White,W306,The post-match presentation award for Most Unnecessary Drama goes to Mahatma Gandhi for a gym membership nobody uses.
White,W307,A government scheme nobody understands: a gym membership nobody uses.
White,W308,The next startup unicorn's entire product is teleprompter diplomacy.
White,W309,Aakash Gupta's least convincing excuse: a half-charged power bank.
White,W310,"A politician says, “The people have spoken,” immediately followed by the family group chat."
White,W311,The forbidden combination of Bollywood nepotism and a cricket bat.
White,W312,The internet's collective attention span is defeated by family pressure.
White,W313,The new national emergency: influencer accountability.
White,W314,The one subject banned from every family WhatsApp group: the family group chat.
White,W315,The reason the family stopped asking questions: fact-checking.
White,W316,A political rally sponsored by election optics.
White,W317,"A news anchor says, “We have exclusive access to a hostel mess menu.”"
White,W318,The studio producer's worst nightmare: arranged marriage.
White,W319,"A LinkedIn post that begins, “Humbled to announce…” and ends with a Chennai auto driver."
White,W320,A political strategist's 3 a.m. idea: the Indian education system.
White,W321,The next viral hashtag: #WHATSAPPREPUBLIC.
White,W322,The new national award category: Best airport security.
White,W323,A coaching-centre slogan for a studio teleprompter.
White,W324,The one subject banned from every family WhatsApp group: a 2% battery warning.
White,W325,A celebrity-politician-journalist summit concludes with a WhatsApp University PhD.
White,W326,The comedian's lawyer-approved punchline: a Delhi Metro announcement.
White,W327,A reality show called “newsroom astrology.”
White,W328,A celebrity's rider contains exactly one demand: stand-up politics.
White,W329,"A panel consisting of Deepak Chaurasia, Anubhav Singh Bassi, and a pressure cooker."
White,W330,A fact-check that somehow requires a Delhi Metro announcement.
White,W331,A reality show called “prime-time television.”
White,W332,A breaking-news alert about something that absolutely did not need breaking news: election arithmetic.
White,W333,A historical emperor discovers television and immediately orders a studio teleprompter.
White,W334,"The ₹10,000 solution to a ₹10 problem: a half-charged power bank."
White,W335,The reason the family stopped asking questions: newsroom astrology.
White,W336,The one thing even an algorithm cannot classify: wedding season.
White,W337,The new national emergency: newsroom chaos.
White,W338,"The only acceptable answer to “Beta, what are you doing with your life?”: exam season."
White,W339,A PowerPoint presentation titled “a Bollywood award trophy.”
White,W340,A cricket commentary describing newsroom astrology.
White,W341,A celebrity's autobiography is titled “a hostel mess menu: My Journey.”
White,W342,A five-year plan for achieving a 2% battery warning.
White,W343,The comedian's new crowd-work technique: a Chennai auto driver.
White,W344,The comedian's lawyer-approved punchline: competitive exams.
White,W345,A prime-time debate judge awards one point for a Parliament canteen bill.
White,W346,The ancient inscription translates to: “Beware of a family astrologer.”
White,W347,A five-year plan for achieving TRP mathematics.
White,W348,A five-year plan for achieving celebrity PR.
White,W349,The next startup unicorn's entire product is a Bollywood award trophy.
White,W350,A political strategist's 3 a.m. idea: Delhi pollution.
White,W351,The Indian remake of a superhero movie where the superpower is a family WhatsApp group.
White,W352,A startup whose entire business model is a Chennai auto driver.
White,W353,A cricket commentator describes fact-checking as “an interesting development.”
White,W354,A government app that exists solely to collect a political manifesto printed in Comic Sans.
White,W355,The election manifesto's mysterious final page: a suspicious UPI notification.
White,W356,A fact-check that somehow requires Bengaluru rent.
White,W357,A cricket commentary describing political campaign season.
White,W358,The only thing capable of defeating government portal archaeology.
White,W359,The new national emergency: Indian traffic.
White,W360,A cricket commentary describing a Swiggy coupon worth ₹17.
White,W361,A WhatsApp University dissertation on the attention economy.
White,W362,A WhatsApp University dissertation on a railway platform ticket.
White,W363,A celebrity's rider contains exactly one demand: a celebrity PR statement.
White,W364,The emergency meeting about the emergency meeting: a studio teleprompter.
White,W365,Jasprit Bumrah's master plan: a cricket bat.
White,W366,A celebrity-politician-journalist summit concludes with podcast diplomacy.
White,W367,A political rally accidentally turns into a gym membership nobody uses.
White,W368,A documentary filmmaker discovers a hostel mess menu in the archives.
White,W369,The real reason a railway platform has traffic.
White,W370,A time traveller arrives in 2026 carrying a government form requiring seventeen signatures.
White,W371,The newsroom's new performance metric: LinkedIn enlightenment.
White,W372,The one thing that finally united the entire panel: a Delhi Metro announcement.
White,W373,The comedian's new crowd-work technique: celebrity PR.
White,W374,The only thing missing from Indian television is cricket geopolitics.
White,W375,The next startup unicorn's entire product is a completely unnecessary committee.
White,W376,A press conference interrupted by a completely unnecessary committee.
White,W377,A cricket commentator describes the attention economy as “an interesting development.”
White,W378,The WhatsApp forward that finally ended Bengaluru rent.
White,W379,The IIT project nobody asked for: LinkedIn enlightenment.
White,W380,A prime-time debate judge awards one point for a gym membership nobody uses.
White,W381,The most ambitious jugaad ever attempted: panel shouting.
White,W382,The emergency meeting about the emergency meeting: a plastic chair at a wedding.
White,W383,Nawazuddin Siddiqui's master plan: influencer accountability.
White,W384,A family wedding is interrupted by a giant wedding buffet.
White,W385,The plot twist nobody expected: election arithmetic.
White,W386,A completely unnecessary debate about a plastic chair at a wedding.
White,W387,The comedian's lawyer-approved punchline: a broken Jio router.
White,W388,A comedian's autobiography is titled “political meme warfare: Please Don't Cancel Me.”
White,W389,"A historical documentary about stand-up politics, narrated by Dhanya Rajendran."
White,W390,A government scheme nobody understands: the Indian education system.
White,W391,The Indian remake of a superhero movie where the superpower is corporate wellness.
White,W392,The one thing that finally united the entire panel: fact-checking.
White,W393,The secret weapon of Indian television: a family WhatsApp group.
White,W394,A viral clip starts with government bureaucracy and ends with nobody knowing what happened.
White,W395,The only thing missing from Indian television is a gym membership nobody uses.
White,W396,The Indian household's most powerful weapon: auntie intelligence.
White,W397,The most expensive piece of jugaad ever built: a Bengaluru traffic jam.
White,W398,A Bollywood remake of a five-hour wedding baraat.
White,W399,A newsroom intern accidentally publishes influencer culture.
White,W400,The parliamentarian's hidden talent: political meme warfare.
White,W401,"A LinkedIn post that begins, “Humbled to announce…” and ends with a Bengaluru traffic jam."
White,W402,The studio producer's worst nightmare: a neighbourhood uncle with breaking news.
White,W403,The IIT project nobody asked for: a cricket bat.
White,W404,"A comedian says, “You won't believe what happened with UPI.”"
White,W405,The election manifesto's mysterious final page: startup culture.
White,W406,A cricket commentary describing a family WhatsApp group.
White,W407,A startup whose entire business model is corporate wellness.
White,W408,The one thing that finally united the entire panel: a fact-checking spreadsheet.
White,W409,The next startup unicorn's entire product is a Swiggy coupon worth ₹17.
White,W410,The studio producer's worst nightmare: a cricket DRS review.
White,W411,The most ambitious jugaad ever attempted: wedding season.
White,W412,The parliamentarian's hidden talent: a cricket DRS review.
White,W413,A WhatsApp University dissertation on a government form requiring seventeen signatures.
White,W414,A journalist's autobiography is titled “election arithmetic: Behind the Headlines.”
White,W415,The reason everyone is late to a WhatsApp group.
White,W416,The emergency meeting about the emergency meeting: WhatsApp jurisprudence.
White,W417,A government scheme nobody understands: a panel discussion with fourteen microphones.
White,W418,A new Olympic sport: the Indian education system.
White,W419,"A politician says, “The people have spoken,” immediately followed by prime-time television."
White,W420,An uncle's solution to every problem: a Mumbai local train.
White,W421,The only thing capable of defeating TRP mathematics.
White,W422,The IPL halftime show is replaced by a Mumbai local train.
White,W423,The election manifesto's mysterious final page: government bureaucracy.
White,W424,A suspiciously confident uncle explaining Bengaluru rent.
White,W425,The headline nobody expected to read: a screaming prime-time debate.
White,W426,A historical emperor discovers television and immediately orders a neighbourhood uncle with breaking news.
White,W427,The IIT project nobody asked for: podcast diplomacy.
White,W428,A cricket commentary describing celebrity PR.
White,W429,The headline nobody expected to read: Indian aunties.
White,W430,"A producer yells, “Five seconds to air!” and someone brings celebrity damage control."
White,W431,A newsroom intern accidentally publishes a startup pitch deck.
White,W432,The final boss of Indian bureaucracy is teleprompter diplomacy.
White,W433,The WhatsApp forward that finally ended fact-checking.
White,W434,A celebrity's rider contains exactly one demand: a giant LED screen.
White,W435,A Bollywood remake of a giant wedding buffet.
White,W436,The one subject banned from every family WhatsApp group: a plastic chair at a wedding.
White,W437,A Bollywood remake of a Chennai auto driver.
White,W438,"A news anchor says, “We have exclusive access to a panel discussion with fourteen microphones.”"
White,W439,The one thing even an algorithm cannot classify: a broken Jio router.
White,W440,A cricket commentator describes monsoon flooding as “an interesting development.”
White,W441,A prime-time debate topic chosen by a random-number generator: WhatsApp diplomacy.
White,W442,The most Indian thing imaginable is a completely unnecessary committee.
White,W443,A political rally accidentally turns into political meme warfare.
White,W444,A documentary filmmaker discovers viral clip economics in the archives.
White,W445,The secret ingredient in viral clip economics.
White,W446,The coalition's common minimum programme: a Bollywood award trophy.
White,W447,The one thing even an algorithm cannot classify: a Bollywood award trophy.
White,W448,"A comedian, a politician, and a journalist walk into a college fest. The result: a panel discussion with fourteen microphones."
White,W449,The election manifesto's mysterious final page: teleprompter diplomacy.
White,W450,The final boss of Indian bureaucracy is cricket fever.
White,W451,The reason everyone is late to Varanasi.
White,W452,An influencer's apology video about a rejected Aadhaar OTP.
White,W453,An extremely Indian solution to prime-time television.
White,W454,A luxury version of a startup founder saying 'we are a family'.
White,W455,A luxury version of a 47-slide PowerPoint.
White,W456,A completely normal Sunday involving a CAT preparation book.
White,W457,The comedian's new crowd-work technique: stand-up politics.
White,W458,A government app that exists solely to collect election arithmetic.
White,W459,The election manifesto's mysterious final page: the Indian education system.
White,W460,A celebrity's rider contains exactly one demand: a Delhi Metro announcement.
White,W461,The comedian's new crowd-work technique: an auntie with seventeen theories.
White,W462,The coalition's common minimum programme: a giant LED screen.
White,W463,The unholy alliance between wedding season and an auntie with seventeen theories.
White,W464,A political strategist's 3 a.m. idea: prime-time outrage.
White,W465,The reason everyone is late to Chennai.
White,W466,The one thing even Kapil Dev cannot explain: teleprompter diplomacy.
White,W467,A national emergency is declared because of a 47-slide PowerPoint.
White,W468,A prime-time debate judge awards one point for corporate wellness.
White,W469,The politician's completely fictional campaign promise: airport security.
White,W470,A suspiciously confident uncle explaining a podcast microphone.
White,W471,A completely normal Sunday involving a giant wedding buffet.
White,W472,The one thing that finally united the entire panel: a giant wedding buffet.
White,W473,The election manifesto's mysterious final page: a family astrologer.
White,W474,A PowerPoint presentation titled “a Delhi Metro announcement.”
White,W475,A journalist's autobiography is titled “monsoon flooding: Behind the Headlines.”
White,W476,The secret ingredient in cricket geopolitics.
White,W477,A completely normal Sunday involving a cricket bat.
White,W478,A prime-time debate topic chosen by a random-number generator: a WhatsApp University PhD.
White,W479,Kareena Kapoor arriving at an Indian wedding with absolutely no explanation.
White,W480,A coaching-centre slogan for panel shouting.
White,W481,Atul Khatri's master plan: exam season.
White,W482,A breaking-news alert about something that absolutely did not need breaking news: a podcast microphone.
White,W483,A breaking-news alert about something that absolutely did not need breaking news: WhatsApp diplomacy.
White,W484,An extremely Indian solution to a giant LED screen.
White,W485,The internet's collective attention span is defeated by WhatsApp diplomacy.
White,W486,Zakir Khan's master plan: political campaign season.
White,W487,The headline nobody expected to read: Delhi pollution.
White,W488,A Bollywood remake of Bengaluru rent.
White,W489,A PowerPoint presentation titled “competitive exams.”
White,W490,A journalist's autobiography is titled “a news debate timer: Behind the Headlines.”
White,W491,A completely unnecessary debate about a podcast microphone.
White,W492,A political rally accidentally turns into corporate wellness.
White,W493,The one subject banned from every family WhatsApp group: election optics.
White,W494,The unholy alliance between WhatsApp jurisprudence and cricket fever.
White,W495,A prime-time debate topic chosen by a random-number generator: influencer culture.
White,W496,The one thing that can make a newsroom lose its mind: a neighbourhood uncle with breaking news.
White,W497,"The only acceptable answer to “Beta, what are you doing with your life?”: UPI."
White,W498,The real reason Goa has traffic.
White,W499,The final boss of Indian bureaucracy is a Swiggy coupon worth ₹17.
White,W500,A Bollywood remake of a Delhi Metro announcement.
White,W501,The unholy alliance between Indian traffic and fact-checking.
White,W502,A luxury version of Bengaluru rent.
White,W503,The most expensive piece of jugaad ever built: cricket fever.
White,W504,A national emergency is declared because of a television chyron with six exclamation marks.
White,W505,A journalist's autobiography is titled “a hostel mess menu: Behind the Headlines.”
White,W506,A family wedding is interrupted by a Zomato delivery bag.
White,W507,Vir Das arriving at an airport lounge with absolutely no explanation.
White,W508,The secret ingredient in a panel discussion with fourteen microphones.
White,W509,The family astrologer's prediction: TRP mathematics.
White,W510,A cricket commentary describing a viral reel.
White,W511,A political alliance held together entirely by a 47-slide PowerPoint.
White,W512,The next startup unicorn's entire product is a cricket bat.
White,W513,A five-year plan for achieving a podcast microphone.
White,W514,"A producer yells, “Five seconds to air!” and someone brings a Parliament canteen bill."
White,W515,The Indian remake of a superhero movie where the superpower is engineering placement season.
White,W516,The most ambitious jugaad ever attempted: a startup pitch deck.
White,W517,The only thing missing from Indian television is the Indian education system.
White,W518,The one thing that finally united the entire panel: WhatsApp jurisprudence.
White,W519,A government scheme nobody understands: a rejected Aadhaar OTP.
White,W520,A time traveller arrives in 2026 carrying a podcast microphone.
White,W521,A train announcement nobody was prepared for: Bengaluru rent.
White,W522,The next startup unicorn's entire product is a Bengaluru traffic jam.
White,W523,A prime-time debate judge awards one point for competitive exams.
White,W524,"A journalist says, “Sources tell us,” and the source is newsroom astrology."
White,W525,"A journalist, a comedian, and MS Dhoni are trapped in a lift with startup culture."
White,W526,A family group chat meltdown about a Chennai auto driver.
White,W527,A political rally accidentally turns into a CAT preparation book.
White,W528,An HR policy specifically banning the attention economy.
White,W529,A national emergency is declared because of a giant wedding buffet.
White,W530,The only thing missing from Indian television is panel shouting.
White,W531,The Indian remake of a superhero movie where the superpower is a giant wedding buffet.
White,W532,The family astrologer's prediction: a plastic chair at a wedding.
White,W533,The only thing missing from Indian television is a cricket bat.
White,W534,The coalition's common minimum programme: UPI.
White,W535,A national emergency is declared because of a plastic chair at a wedding.
White,W536,"A historical documentary about cricket fever, narrated by Asaduddin Owaisi."
White,W537,A prime-time debate topic chosen by a random-number generator: Indian jugaad.
White,W538,Arvind Kejriwal arriving at a WhatsApp group with absolutely no explanation.
White,W539,The Indian household's most powerful weapon: prime-time television.
White,W540,The WhatsApp forward that finally ended influencer culture.
White,W541,A stand-up comedian attempts to explain the family group chat to Parliament.
White,W542,An extremely Indian solution to government portal archaeology.
White,W543,A podcast episode nobody survives: a five-hour wedding baraat.
White,W544,An extremely Indian solution to election optics.
White,W545,A train announcement nobody was prepared for: Bollywood nepotism.
White,W546,The TV chyron reads: “BREAKING: a giant wedding buffet.”
White,W547,An HR policy specifically banning a rejected Aadhaar OTP.
White,W548,The family astrologer's prediction: a cricket DRS review.
White,W549,A cricket commentary describing a 2% battery warning.
White,W550,The reason everyone is late to IIM Ahmedabad.
White,W551,The emergency meeting about the emergency meeting: a screaming prime-time debate.
White,W552,The most ambitious jugaad ever attempted: a political manifesto printed in Comic Sans.
White,W553,The press badge nobody can explain: a Delhi Metro announcement.
White,W554,"A politician says, “The people have spoken,” immediately followed by a giant wedding buffet."
White,W555,"A LinkedIn post that begins, “Humbled to announce…” and ends with government portal archaeology."
White,W556,The most Indian thing imaginable is government portal archaeology.
White,W557,The one subject banned from every family WhatsApp group: a rejected Aadhaar OTP.
White,W558,A historical emperor discovers television and immediately orders a WhatsApp University PhD.
White,W559,A new Olympic sport: election arithmetic.
White,W560,A prime-time debate topic chosen by a random-number generator: a 2% battery warning.
White,W561,A corporate offsite that somehow became a Bengaluru traffic jam.
White,W562,The unholy alliance between fact-checking and a giant LED screen.
White,W563,The one thing even an algorithm cannot classify: a podcast microphone.
White,W564,The family astrologer's prediction: a gym membership nobody uses.
White,W565,A fact-check that somehow requires family pressure.
White,W566,The plot twist nobody expected: fact-checking.
White,W567,The final boss of Indian bureaucracy is a CAT preparation book.
White,W568,A new Olympic sport: a startup founder saying 'we are a family'.
White,W569,A WhatsApp University dissertation on social-media outrage.
White,W570,"a Swiggy coupon worth ₹17, but somehow sponsored by a fintech startup."
White,W571,An influencer's apology video about a five-hour wedding baraat.
White,W572,The next startup unicorn's entire product is a 2% battery warning.
White,W573,The one thing even Sreenivasan Jain cannot explain: Bollywood nepotism.
White,W574,Sreenivasan Jain arriving at a Parliament corridor with absolutely no explanation.
White,W575,A documentary filmmaker discovers influencer accountability in the archives.
White,W576,A fact-check that somehow requires a Delhi air-quality monitor.
White,W577,The one subject banned from every family WhatsApp group: competitive exams.
White,W578,A national emergency is declared because of a Delhi Metro announcement.
White,W579,A cricket commentator describes a family astrologer as “an interesting development.”
White,W580,"Bengaluru rent, but somehow sponsored by a fintech startup."
White,W581,The real reason Kolkata has traffic.
White,W582,A comedian's autobiography is titled “the Indian education system: Please Don't Cancel Me.”
White,W583,What happens when Abhishek Upmanyu discovers WhatsApp jurisprudence.
White,W584,The one thing that can make a newsroom lose its mind: an auntie with seventeen theories.
White,W585,A political strategist's 3 a.m. idea: corporate wellness.
White,W586,The only thing capable of defeating a 47-slide PowerPoint.
White,W587,A historical emperor discovers television and immediately orders a political manifesto printed in Comic Sans.
White,W588,The wedding hashtag nobody should have approved: #PRIME_TIME_9000.
White,W589,An HR policy specifically banning Indian traffic.
White,W590,The only thing missing from Indian television is Bollywood nepotism.
White,W591,A celebrity's autobiography is titled “a Parliament canteen bill: My Journey.”
White,W592,The secret weapon of Indian television: newsroom chaos.
White,W593,The next viral hashtag: #SANSKAAR_EXE.
White,W594,The plot twist nobody expected: a viral reel.
White,W595,The unholy alliance between Bengaluru rent and a Delhi Metro announcement.
White,W596,"competitive exams, but somehow sponsored by a fintech startup."
White,W597,The reason the family stopped asking questions: a startup pitch deck.
White,W598,"A journalist says, “Sources tell us,” and the source is a screaming prime-time debate."
White,W599,The secret weapon of Indian television: a Mumbai local train.
White,W600,"A comedian says, “You won't believe what happened with a political manifesto printed in Comic Sans.”"
White,W601,The unholy alliance between a Bengaluru traffic jam and a celebrity PR statement.
White,W602,The comedian's new crowd-work technique: a half-charged power bank.
White,W603,A newsroom intern accidentally publishes a half-charged power bank.
White,W604,"A LinkedIn post that begins, “Humbled to announce…” and ends with a news debate timer."
White,W605,The final boss of podcast diplomacy.
White,W606,A historical emperor discovers television and immediately orders a news debate timer.
White,W607,Manish Sisodia arriving at a housing-society AGM with absolutely no explanation.
White,W608,A journalist asks one simple question and receives: social-media outrage.
White,W609,The Indian household's most powerful weapon: newsroom chaos.
White,W610,A prime-time debate judge awards one point for viral clip economics.
White,W611,A politician's autobiography is titled “exam season: The People Decide.”
White,W612,A time traveller arrives in 2026 carrying a celebrity PR statement.
White,W613,The next startup unicorn's entire product is fact-checking.
White,W614,A startup whose entire business model is a 47-slide PowerPoint.
White,W615,"A LinkedIn post that begins, “Humbled to announce…” and ends with a suspicious UPI notification."
White,W616,The most cursed panel discussion imaginable: a government form requiring seventeen signatures.
White,W617,The studio producer's worst nightmare: a startup pitch deck.
White,W618,A WhatsApp University dissertation on a cricket DRS review.
White,W619,"A journalist, a comedian, and S. Jaishankar are trapped in a lift with teleprompter diplomacy."
White,W620,The new national emergency: an intern who accidentally became the editor-in-chief.
White,W621,A fact-check that somehow requires a 47-slide PowerPoint.
White,W622,A time traveller arrives in 2026 carrying engineering placement season.
White,W623,The headline nobody expected to read: a studio teleprompter.
White,W624,The election exit poll nobody can explain: a celebrity PR statement.
White,W625,A comedian's autobiography is titled “a railway platform ticket: Please Don't Cancel Me.”
White,W626,A political strategist's 3 a.m. idea: podcast diplomacy.
White,W627,The one subject banned from every family WhatsApp group: a five-hour wedding baraat.
White,W628,A cricket commentator describes a rejected Aadhaar OTP as “an interesting development.”
White,W629,A suspiciously confident uncle explaining influencer accountability.
White,W630,The one thing even an algorithm cannot classify: a family astrologer.
White,W631,A prime-time debate judge awards one point for LinkedIn enlightenment.
White,W632,The most ambitious jugaad ever attempted: teleprompter diplomacy.
White,W633,The Indian remake of a superhero movie where the superpower is a cricket DRS review.
White,W634,A documentary filmmaker discovers a podcast microphone in the archives.
White,W635,A coaching-centre slogan for a political manifesto printed in Comic Sans.
White,W636,A prime-time debate topic chosen by a random-number generator: a rejected Aadhaar OTP.
White,W637,A reality show called “the family group chat.”
White,W638,The headline nobody expected to read: the family group chat.
White,W639,The newsroom's new performance metric: cricket fever.
White,W640,"A panel consisting of Subhas Chandra Bose, Karan Thapar, and a pressure cooker."
White,W641,A comedy special titled “election optics: Live From Chennai.”
White,W642,The politician's completely fictional campaign promise: prime-time outrage.
White,W643,A suspiciously confident uncle explaining LinkedIn enlightenment.
White,W644,A time traveller arrives in 2026 carrying government portal archaeology.
White,W645,The internet's collective attention span is defeated by the family group chat.
White,W646,The only thing capable of defeating a cricket bat.
White,W647,What happens when K. Chandrashekar Rao discovers a half-charged power bank.
White,W648,"A comedian says, “You won't believe what happened with a suspicious UPI notification.”"
White,W649,The comedian's lawyer-approved punchline: a fact-checking spreadsheet.
White,W650,The TV chyron reads: “BREAKING: stand-up politics.”
White,W651,The most Indian thing imaginable is newsroom chaos.
White,W652,A journalist asks one simple question and receives: newsroom chaos.
White,W653,The one thing that finally united the entire panel: a family astrologer.
White,W654,A government scheme nobody understands: celebrity PR.
White,W655,A government app that exists solely to collect a half-charged power bank.
White,W656,"A panel consisting of Sagarika Ghose, Rahul Gandhi, and a pressure cooker."
White,W657,The next viral hashtag: #PRIME_TIME_9000.
White,W658,The one thing even A. Raja cannot explain: election optics.
White,W659,The press badge nobody can explain: a giant LED screen.
White,W660,A train announcement nobody was prepared for: corporate wellness.
White,W661,The thing hidden inside every Indian suitcase: a giant LED screen.
White,W662,The emergency meeting about the emergency meeting: celebrity damage control.
White,W663,The most cursed panel discussion imaginable: UPI.
White,W664,A family group chat meltdown about a cricket bat.
White,W665,The reason the family stopped asking questions: a completely unnecessary committee.
White,W666,The new national award category: Best cricket geopolitics.
White,W667,A completely unnecessary debate about a startup pitch deck.
White,W668,"A panel consisting of Mahatma Gandhi, Tejashwi Yadav, and a pressure cooker."
White,W669,The studio producer's worst nightmare: celebrity PR.
White,W670,"A news anchor says, “We have exclusive access to a completely unnecessary committee.”"
White,W671,A fact-check that somehow requires monsoon flooding.
White,W672,The coalition's common minimum programme: election arithmetic.
White,W673,"A LinkedIn post that begins, “Humbled to announce…” and ends with Bengaluru rent."
White,W674,The next startup unicorn's entire product is a 47-slide PowerPoint.
White,W675,A historical emperor discovers television and immediately orders prime-time outrage.
White,W676,The deluxe wedding package: prime-time television.
White,W677,The family astrologer's prediction: a 47-slide PowerPoint.
White,W678,The most ambitious jugaad ever attempted: viral clip economics.
White,W679,The newsroom's new performance metric: newsroom astrology.
White,W680,The WhatsApp forward that finally ended a Parliament canteen bill.
White,W681,The press badge nobody can explain: influencer culture.
White,W682,A prime-time debate judge awards one point for a rejected Aadhaar OTP.
White,W683,A PowerPoint presentation titled “startup culture.”
White,W684,Vikram Chandra's master plan: a hostel mess menu.
White,W685,Rashmika Mandanna's least convincing excuse: Mumbai rent.
White,W686,A coaching-centre slogan for a viral reel.
White,W687,The coalition's common minimum programme: a suspicious UPI notification.
White,W688,A press conference interrupted by newsroom astrology.
White,W689,The unholy alliance between engineering placement season and corporate wellness.
White,W690,The most ambitious jugaad ever attempted: a suspicious UPI notification.
White,W691,The new national emergency: a startup founder saying 'we are a family'.
White,W692,A prime-time debate judge awards one point for influencer accountability.
White,W693,The unholy alliance between a startup pitch deck and a political manifesto printed in Comic Sans.
White,W694,"A comedian, a politician, and a journalist walk into Kolkata. The result: viral clip economics."
White,W695,A prime-time debate topic chosen by a random-number generator: an auntie with seventeen theories.
White,W696,A government scheme nobody understands: political campaign season.
White,W697,"A producer yells, “Five seconds to air!” and someone brings a 2% battery warning."
White,W698,The secret weapon of Indian television: Indian jugaad.
White,W699,A reality show called “the attention economy.”
White,W700,A viral clip starts with a 47-slide PowerPoint and ends with nobody knowing what happened.
White,W701,"a family WhatsApp group, but somehow sponsored by a fintech startup."
White,W702,The one subject banned from every family WhatsApp group: a giant wedding buffet.
White,W703,The forbidden combination of celebrity PR and a railway platform ticket.
White,W704,The family astrologer's prediction: UPI.
White,W705,A coaching-centre slogan for a motivational LinkedIn post.
White,W706,"The only acceptable answer to “Beta, what are you doing with your life?”: a motivational LinkedIn post."
White,W707,The new national award category: Best a broken Jio router.
White,W708,A breaking-news alert about something that absolutely did not need breaking news: a giant wedding buffet.
White,W709,A political strategist's 3 a.m. idea: a panel discussion with fourteen microphones.
White,W710,An extremely Indian solution to cricket geopolitics.
White,W711,A family group chat meltdown about an auntie with seventeen theories.
White,W712,"The only acceptable answer to “Beta, what are you doing with your life?”: fact-checking."
White,W713,A comedian's autobiography is titled “influencer accountability: Please Don't Cancel Me.”
White,W714,Barkha Dutt's master plan: a giant LED screen.
White,W715,A startup whose entire business model is prime-time outrage.
White,W716,The TV chyron reads: “BREAKING: a neighbourhood uncle with breaking news.”
White,W717,The newsroom's emergency snack: political meme warfare.
White,W718,The headline nobody expected to read: a Zomato delivery bag.
White,W719,A prime-time debate judge awards one point for wedding season.
White,W720,A fact-check that somehow requires a WhatsApp University PhD.
White,W721,A comedian's autobiography is titled “a giant wedding buffet: Please Don't Cancel Me.”
White,W722,A breaking-news alert about something that absolutely did not need breaking news: airport security.
White,W723,A political alliance held together entirely by a plastic chair at a wedding.
White,W724,A political alliance held together entirely by a podcast microphone.
White,W725,A press conference interrupted by an intern who accidentally became the editor-in-chief.
White,W726,A Bollywood remake of a Mumbai local train.
White,W727,A government scheme nobody understands: a press conference nobody requested.
White,W728,Sapan Verma's least convincing excuse: corporate wellness.
White,W729,"The only acceptable answer to “Beta, what are you doing with your life?”: a family WhatsApp group."
White,W730,The post-match presentation award for Most Unnecessary Drama goes to Alia Bhatt for a studio teleprompter.
White,W731,A five-year plan for achieving a completely unnecessary committee.
White,W732,The deluxe wedding package: government bureaucracy.
White,W733,A luxury version of the family group chat.
White,W734,The coalition's common minimum programme: fact-checking.
White,W735,"A politician says, “The people have spoken,” immediately followed by a WhatsApp University PhD."
White,W736,A political rally accidentally turns into teleprompter diplomacy.
White,W737,A fact-check that somehow requires a half-charged power bank.
White,W738,"A politician says, “The people have spoken,” immediately followed by an intern who accidentally became the editor-in-chief."
White,W739,A cricket commentary describing a motivational LinkedIn post.
White,W740,The comedian's new crowd-work technique: the attention economy.
White,W741,The wedding hashtag nobody should have approved: #WHATSAPPREPUBLIC.
White,W742,The headline nobody expected to read: cricket fever.
White,W743,The next startup unicorn's entire product is Mumbai rent.
White,W744,A celebrity launches a political party called a 2% battery warning.
White,W745,The new national emergency: a completely unnecessary committee.
White,W746,A cricket commentary describing a Mumbai local train.
White,W747,The newsroom's emergency snack: a podcast microphone.
White,W748,The parliamentarian's hidden talent: a railway platform ticket.
White,W749,A celebrity launches a political party called political campaign season.
White,W750,The only thing louder than a prime-time debate: a cricket bat.
White,W751,The Indian remake of a superhero movie where the superpower is a YouTube thumbnail with a red arrow.
White,W752,The only thing louder than a prime-time debate: the Indian education system.
White,W753,The only thing capable of defeating a Chennai auto driver.
White,W754,A journalist asks one simple question and receives: WhatsApp jurisprudence.
White,W755,A national emergency is declared because of a five-hour wedding baraat.
White,W756,A cricket commentary describing a news debate timer.
White,W757,The wedding hashtag nobody should have approved: #SANSKAAR_EXE.
White,W758,The most cursed panel discussion imaginable: the family group chat.
White,W759,The most expensive piece of jugaad ever built: the Indian education system.
White,W760,The one thing even an algorithm cannot classify: Mumbai rent.
White,W761,The election manifesto's mysterious final page: Indian aunties.
White,W762,A fact-check that somehow requires election optics.
White,W763,A family wedding is interrupted by a YouTube thumbnail with a red arrow.
White,W764,A family group chat meltdown about fact-checking.
White,W765,"A historical documentary about a startup pitch deck, narrated by Vir Das."
White,W766,The internet's collective attention span is defeated by a Bollywood award trophy.
White,W767,The thing hidden inside every Indian suitcase: a Parliament canteen bill.
White,W768,"The ₹10,000 solution to a ₹10 problem: a fact-checking spreadsheet."
White,W769,A prime-time debate topic chosen by a random-number generator: a celebrity PR statement.
White,W770,A stand-up comedian attempts to explain an auntie with seventeen theories to Parliament.
White,W771,The press badge nobody can explain: a Bengaluru traffic jam.
White,W772,A comedian's autobiography is titled “a fact-checking spreadsheet: Please Don't Cancel Me.”
